REFERENCE_ID,PMID,Label,Score
835621,21549413,0,0.112971746
4860792,29850590,0,0.112971746
2862218,25265583,0,0.112971746
4327915,22338549,0,0.112971746
4860783,29462942,0,0.112971746
2861863,25411090,0,0.112971746
2861849,25421788,0,0.112971746
4327922,22332365,0,0.112971746
4860780,29594459,0,0.112971746
4860794,30120232,0,0.112971746
4327882,22496613,0,0.112971746
2861802,25450639,0,0.112971746
4327860,22506008,0,0.112971746
2862680,22614568,0,0.112971746
2862671,25090717,0,0.112971746
2862596,25095336,0,0.112971746
4327858,22506403,0,0.112971746
2862535,25135295,0,0.112971746
835571,21575736,0,0.112971746
835596,21232777,0,0.112971746
4327881,22496740,0,0.112971746
4327863,22503843,0,0.112971746
4327865,22503405,0,0.112971746
2862349,25204167,0,0.112971746
2862330,25225923,0,0.112971746
2862319,25244847,0,0.112971746
4327876,22498005,0,0.112971746
4327924,22332002,0,0.112971746
2861756,24576849,0,0.112971746
2865651,24068363,0,0.112971746
4328030,21982993,0,0.112971746
4327996,21993256,0,0.112971746
4328004,21989767,0,0.112971746
4328007,21988747,0,0.112971746
4328017,21985931,0,0.112971746
4328024,21984488,0,0.112971746
4328027,21983818,0,0.112971746
2861291,24137596,0,0.112971746
4327988,22170847,0,0.112971746
4860776,29574650,0,0.112971746
4328049,21785991,0,0.112971746
4328050,21785835,0,0.112971746
836162,22030245,0,0.112971746
4328058,21780641,0,0.112971746
836188,19924983,0,0.112971746
4327995,21993413,0,0.112971746
4327983,22175050,0,0.112971746
2861639,25518660,0,0.112971746
4327951,22183724,0,0.112971746
2861633,25522540,0,0.112971746
4327925,22331484,0,0.112971746
2861620,23687216,0,0.112971746
4327933,22328250,0,0.112971746
4327937,22327540,0,0.112971746
4327949,22326574,0,0.112971746
4327955,22182379,0,0.112971746
2861468,25594212,0,0.112971746
4327967,22178074,0,0.112971746
4327973,22177494,0,0.112971746
2861505,25569813,0,0.112971746
835826,21673815,0,0.112971746
4327982,22175717,0,0.112971746
835876,21286215,0,0.112971746
2862686,24293734,0,0.112971746
4327849,22658487,0,0.112971746
2862769,25051626,0,0.112971746
4327689,22934502,0,0.112971746
4327674,23037843,0,0.112971746
4327680,23035871,0,0.112971746
4327681,23035442,0,0.112971746
4327683,23032860,0,0.112971746
4327685,23032115,0,0.112971746
4327688,22934629,0,0.112971746
4327691,22934409,0,0.112971746
4860828,29101543,0,0.112971746
2864433,23578311,0,0.112971746
2864391,24047505,0,0.112971746
2864352,24494555,0,0.112971746
4327693,24751031,0,0.112971746
2864229,24516426,0,0.112971746
4327697,22932977,0,0.112971746
4327671,23039876,0,0.112971746
4327663,23587656,0,0.112971746
4860797,29718974,0,0.112971746
2865359,22142730,0,0.112971746
4327624,23787832,0,0.112971746
4327625,23787284,0,0.112971746
4327626,23787282,0,0.112971746
4327627,23786973,0,0.112971746
4327628,23786256,0,0.112971746
4327634,23777373,0,0.112971746
4327636,23777263,0,0.112971746
4327662,23588201,0,0.112971746
4860834,30237638,0,0.112971746
4327644,23774594,0,0.112971746
4327648,23595416,0,0.112971746
4860833,29992028,0,0.112971746
4327655,23592327,0,0.112971746
4327659,23589281,0,0.112971746
4327699,22932672,0,0.112971746
4860826,29947837,0,0.112971746
4327701,22931945,0,0.112971746
2863124,24931527,0,0.112971746
2863366,24863354,0,0.112971746
2863365,22790811,0,0.112971746
2863351,24868986,0,0.112971746
4327781,22807837,0,0.112971746
4327791,22805825,0,0.112971746
4327798,22803345,0,0.112971746
4327802,22672879,0,0.112971746
4327702,22931605,0,0.112971746
4327822,22667093,0,0.112971746
4327828,22665122,0,0.112971746
2862845,25027341,0,0.112971746
4860801,29862292,0,0.112971746
4860798,29850636,0,0.112971746
2862805,25051420,0,0.112971746
2863422,24840454,0,0.112971746
4327763,22811268,0,0.112971746
2863522,24816851,0,0.112971746
2863546,24791500,0,0.112971746
4327757,22814745,0,0.112971746
2863588,24769064,0,0.112971746
2863658,24754165,0,0.112971746
4327746,22815184,0,0.112971746
4327742,22816105,0,0.112971746
4327737,22817280,0,0.112971746
4327733,22924737,0,0.112971746
2863878,22482720,0,0.112971746
4860802,29421480,0,0.112971746
4327708,22928808,0,0.112971746
2863992,24623667,0,0.112971746
4327704,22931232,0,0.112971746
4327703,22931598,0,0.112971746
4325701,28247212,0,0.112971746
4861352,29373598,0,0.112971746
4325699,28247767,0,0.112971746
3075596,25965456,0,0.112971746
3075636,25641002,0,0.112971746
3075625,25709067,0,0.112971746
4875392,27117257,0,0.112971746
4875357,26807790,0,0.112971746
3075606,25900545,0,0.112971746
3075605,25904994,0,0.112971746
3075585,26012862,0,0.112971746
4875468,26959658,0,0.112971746
3075563,26215931,0,0.112971746
595110,19645264,0,0.112971746
3075549,26305272,0,0.112971746
4323380,23073109,0,0.112971746
4323384,22955364,0,0.112971746
3075531,26455439,0,0.112971746
461694,19943661,0,0.112971746
4323377,23075783,0,0.112971746
4323385,22970321,0,0.112971746
4323349,23082859,0,0.112971746
3076618,26135846,0,0.112971746
4323334,23085590,0,0.112971746
4875486,28599263,0,0.112971746
4323347,23083726,0,0.112971746
3075732,25122839,0,0.112971746
4323348,23083407,0,0.112971746
4323353,23080059,0,0.112971746
3075661,25518640,0,0.112971746
3075691,25335461,0,0.112971746
3075689,25339625,0,0.112971746
3075677,25414845,0,0.112971746
3075667,25532357,0,0.112971746
3075664,25488400,0,0.112971746
4323366,23077789,0,0.112971746
3075526,26480029,0,0.112971746
3075519,26558604,0,0.112971746
4323317,23176460,0,0.112971746
4323493,22707288,0,0.112971746
4323456,29403757,0,0.112971746
4873726,27741282,0,0.112971746
4323476,22714395,0,0.112971746
4323481,22712231,0,0.112971746
3075135,26345450,0,0.112971746
4323490,24750762,0,0.112971746
4323508,22703342,0,0.112971746
4323445,22849180,0,0.112971746
596370,16416675,0,0.112971746
4873442,27147433,0,0.112971746
3075099,26191986,0,0.112971746
4323522,28345996,0,0.112971746
4323530,22540127,0,0.112971746
4323534,22539860,0,0.112971746
4873896,27246724,0,0.112971746
4323444,22849371,0,0.112971746
4323387,22970151,0,0.112971746
4323421,22856286,0,0.112971746
4323392,22968684,0,0.112971746
3075508,26591776,0,0.112971746
4323397,22967360,0,0.112971746
4323400,22966414,0,0.112971746
4323406,22962799,0,0.112971746
4323411,22961439,0,0.112971746
4323423,22856137,0,0.112971746
4874126,27166794,0,0.112971746
4323429,22854746,0,0.112971746
4323430,22172108,0,0.112971746
4323433,22854574,0,0.112971746
4323434,22854573,0,0.112971746
4323436,22852426,0,0.112971746
4323437,22852347,0,0.112971746
4323331,23086292,0,0.112971746
3076731,25783208,0,0.112971746
3002345,31973294,0,0.112971746
4876958,28858830,0,0.112971746
4323010,23618261,0,0.112971746
4323016,22277211,0,0.112971746
4323039,23311601,0,0.112971746
4323041,23311140,0,0.112971746
4323045,28345643,0,0.112971746
4323054,23307046,0,0.112971746
3109045,25081005,0,0.112971746
4322995,21704138,0,0.112971746
4323061,23305534,0,0.112971746
4323064,23304256,0,0.112971746
4876876,29272309,0,0.112971746
3106246,26106902,0,0.112971746
3105933,25336292,0,0.112971746
4323068,23261613,0,0.112971746
4877511,28249034,0,0.112971746
4877738,28504300,0,0.112971746
4876456,29056070,0,0.112971746
4322958,21255447,0,0.112971746
4322946,23619002,0,0.112971746
4322947,21223511,0,0.112971746
3110141,26631396,0,0.112971746
3110140,26555881,0,0.112971746
4322954,21240685,0,0.112971746
4322957,21249229,0,0.112971746
4878091,28953937,0,0.112971746
4322984,21674352,0,0.112971746
3109981,26292209,0,0.112971746
4322961,21263323,0,0.112971746
4322967,22375589,0,0.112971746
202446,411531,0,0.112971746
4877965,28827836,0,0.112971746
4877844,28249018,0,0.112971746
4323085,23259323,0,0.112971746
3103715,26346950,0,0.112971746
3076733,25518644,0,0.112971746
4323277,23183272,0,0.112971746
4323147,23183826,0,0.112971746
4323161,22266120,0,0.112971746
4323172,23035118,0,0.112971746
4323193,28024289,0,0.112971746
4323260,24927980,0,0.112971746
3077074,23998303,0,0.112971746
4323281,23181606,0,0.112971746
3086336,24929786,0,0.112971746
4323288,29348077,0,0.112971746
3076784,26703583,0,0.112971746
4323309,23177560,0,0.112971746
3076751,26135291,0,0.112971746
3076747,26489309,0,0.112971746
4323314,25383755,0,0.112971746
4323146,23184534,0,0.112971746
4323143,23185564,0,0.112971746
3103548,22808747,0,0.112971746
4323121,24733562,0,0.112971746
4323100,23256510,0,0.112971746
4323102,25443620,0,0.112971746
3102094,24780393,0,0.112971746
4876187,28339023,0,0.112971746
4323115,23250188,0,0.112971746
4323119,23695634,0,0.112971746
3092683,26142519,0,0.112971746
4875673,27294368,0,0.112971746
4323123,23248677,0,0.112971746
4323124,23248412,0,0.112971746
3090166,25983672,0,0.112971746
4876167,27771569,0,0.112971746
4323129,23246785,0,0.112971746
4323142,23166690,0,0.112971746
4323538,22539048,0,0.112971746
3074961,26353695,0,0.112971746
4323540,21900007,0,0.112971746
4323856,21359808,0,0.112971746
4323850,25105063,0,0.112971746
3073608,26103787,0,0.112971746
4323854,21360152,0,0.112971746
4868961,30286920,0,0.112971746
3073495,25827635,0,0.112971746
3073466,26610470,0,0.112971746
4323857,21359681,0,0.112971746
4323847,21362254,0,0.112971746
4867547,26921729,0,0.112971746
4862051,30060473,0,0.112971746
4323869,21358026,0,0.112971746
3073350,25351412,0,0.112971746
3073349,25377894,0,0.112971746
4862049,29197930,0,0.112971746
4323848,28720883,0,0.112971746
4323844,21365454,0,0.112971746
4323877,22211875,0,0.112971746
4323824,21425255,0,0.112971746
4323790,21812075,0,0.112971746
4323793,21433124,0,0.112971746
4323795,21432056,0,0.112971746
4323799,21429689,0,0.112971746
4323801,21429434,0,0.112971746
4323809,21428097,0,0.112971746
4323826,21425176,0,0.112971746
4323842,21366047,0,0.112971746
3073725,26714550,0,0.112971746
3073723,26792697,0,0.112971746
4323831,21423066,0,0.112971746
4869121,30030595,0,0.112971746
4323833,21422669,0,0.112971746
4323840,21366290,0,0.112971746
3073348,25396409,0,0.112971746
4323881,21355732,0,0.112971746
4323551,22537462,0,0.112971746
4323951,21128103,0,0.112971746
4323936,21140235,0,0.112971746
4323938,21134751,0,0.112971746
4323942,21130818,0,0.112971746
4862038,29520428,0,0.112971746
3071446,26634974,0,0.112971746
3071443,26110467,0,0.112971746
4862033,29546583,0,0.112971746
4323924,21251363,0,0.112971746
4323953,21127819,0,0.112971746
4323955,21127129,0,0.112971746
3071238,26575760,0,0.112971746
3071235,26266669,0,0.112971746
4862032,28578452,0,0.112971746
4862021,30238331,0,0.112971746
4323928,21250640,0,0.112971746
4323922,21251840,0,0.112971746
4323883,21355299,0,0.112971746
3072304,26353725,0,0.112971746
3072481,26282833,0,0.112971746
4323892,21353387,0,0.112971746
4323893,26760556,0,0.112971746
4323894,21351059,0,0.112971746
4862044,29551807,0,0.112971746
4323897,21262107,0,0.112971746
4323898,21261808,0,0.112971746
4323921,21251951,0,0.112971746
4323907,21258655,0,0.112971746
4323911,21256957,0,0.112971746
611059,19418817,0,0.112971746
4323916,26324419,0,0.112971746
4323917,21253947,0,0.112971746
4323919,21253835,0,0.112971746
3073767,26591202,0,0.112971746
3073768,26580739,0,0.112971746
4323787,21812471,0,0.112971746
4323646,22213640,0,0.112971746
4323629,22372131,0,0.112971746
4323630,22371970,0,0.112971746
4871763,29856767,0,0.112971746
4323632,22370946,0,0.112971746
4323639,22370092,0,0.112971746
4323643,25806055,0,0.112971746
4323648,22213393,0,0.112971746
4323625,22375382,0,0.112971746
4323649,22213156,0,0.112971746
4870617,29519200,0,0.112971746
4323655,22211010,0,0.112971746
4323663,22209442,0,0.112971746
4323668,23452113,0,0.112971746
4323673,25585633,0,0.112971746
4323626,22374648,0,0.112971746
4323622,22377951,0,0.112971746
4869776,29671112,0,0.112971746
4323591,22384557,0,0.112971746
598440,16826282,0,0.112971746
4323553,22536597,0,0.112971746
4323555,22536518,0,0.112971746
599868,17570465,0,0.112971746
4323567,22534201,0,0.112971746
4323590,22384603,0,0.112971746
4873139,27151402,0,0.112971746
3074746,25585393,0,0.112971746
4323593,22383649,0,0.112971746
3074811,25959658,0,0.112971746
4323607,22381749,0,0.112971746
4872114,29956089,0,0.112971746
4323615,22380844,0,0.112971746
4872069,29959587,0,0.112971746
3074533,26628167,0,0.112971746
4870516,28918543,0,0.112971746
4323674,25374682,0,0.112971746
3073988,25076393,0,0.112971746
4323725,21823607,0,0.112971746
4323727,21823462,0,0.112971746
4323743,21822440,0,0.112971746
4323748,21820953,0,0.112971746
4869817,29396726,0,0.112971746
4323749,21820923,0,0.112971746
4323757,21818056,0,0.112971746
4323675,25371104,0,0.112971746
4323765,27620720,0,0.112971746
3073956,25858552,0,0.112971746
3073891,26134428,0,0.112971746
3073867,26192027,0,0.112971746
4323767,21815423,0,0.112971746
4323769,21815192,0,0.112971746
4323715,22022742,0,0.112971746
4870350,29943249,0,0.112971746
4323709,22024830,0,0.112971746
3074122,26656264,0,0.112971746
4323708,22025107,0,0.112971746
3074140,26648297,0,0.112971746
4870440,29623647,0,0.112971746
4323699,22028181,0,0.112971746
4323698,22028769,0,0.112971746
4323697,22029259,0,0.112971746
4323695,22029273,0,0.112971746
4323687,22032616,0,0.112971746
4323685,22033653,0,0.112971746
4323683,23997833,0,0.112971746
4323677,24955537,0,0.112971746
605337,16206723,0,0.112971746
4323676,24958292,0,0.112971746
4322945,23619151,0,0.112971746
4322941,21336729,0,0.112971746
3110284,26107501,0,0.112971746
4322228,22797236,0,0.112971746
4322210,22947243,0,0.112971746
3159554,26841587,0,0.112971746
3158973,26959369,0,0.112971746
4322221,22821236,0,0.112971746
3158666,26897583,0,0.112971746
4898395,29850574,0,0.112971746
3157361,25806976,0,0.112971746
3160342,26829483,0,0.112971746
3155234,25877312,0,0.112971746
3154753,25889514,0,0.112971746
4322242,22808494,0,0.112971746
3154164,25908005,0,0.112971746
3154146,25908308,0,0.112971746
4322246,22804948,0,0.112971746
4914824,27663878,0,0.112971746
47385,28060606,0,0.112971746
3153038,25944278,0,0.112971746
4322169,22961653,0,0.112971746
3163001,26493831,0,0.112971746
4915209,29075883,0,0.112971746
3162015,26372664,0,0.112971746
4322167,22963343,0,0.112971746
3161034,24732110,0,0.112971746
4322168,22961803,0,0.112971746
4322170,22961050,0,0.112971746
3160468,26808317,0,0.112971746
3160902,26445892,0,0.112971746
3160882,26635225,0,0.112971746
4322172,22960339,0,0.112971746
4322174,22939138,0,0.112971746
4915175,27147236,0,0.112971746
4322175,22931805,0,0.112971746
3153600,25924533,0,0.112971746
4322247,22787349,0,0.112971746
4322390,22509586,0,0.112971746
4322345,22642121,0,0.112971746
4322336,22653686,0,0.112971746
3130045,26927166,0,0.112971746
4322338,22650069,0,0.112971746
3129533,26957430,0,0.112971746
4322342,22645766,0,0.112971746
3129472,26960359,0,0.112971746
4322349,22626775,0,0.112971746
4891798,29911513,0,0.112971746
4322351,22619954,0,0.112971746
4322374,25806798,0,0.112971746
3128537,27029402,0,0.112971746
4891390,28488194,0,0.112971746
4891161,26785641,0,0.112971746
4322380,22538730,0,0.112971746
4891725,29120451,0,0.112971746
3136966,26328848,0,0.112971746
4322250,22781908,0,0.112971746
4322291,22691480,0,0.112971746
4322254,22772916,0,0.112971746
4895086,25772873,0,0.112971746
4894719,29541995,0,0.112971746
4894681,28182751,0,0.112971746
4894390,28264197,0,0.112971746
4322265,24597458,0,0.112971746
4894286,26973312,0,0.112971746
4891826,29098543,0,0.112971746
4894089,29869686,0,0.112971746
4322298,22666860,0,0.112971746
4892771,28058664,0,0.112971746
3139623,26269305,0,0.112971746
3139321,26275241,0,0.112971746
3138537,26295367,0,0.112971746
4915478,28938493,0,0.112971746
3163391,26456656,0,0.112971746
4322134,22948544,0,0.112971746
3175487,26062933,0,0.112971746
4321940,25510109,0,0.112971746
3176448,26250476,0,0.112971746
3176304,26679171,0,0.112971746
4321969,23261062,0,0.112971746
4321973,23185769,0,0.112971746
3175549,26072426,0,0.112971746
4321976,23169588,0,0.112971746
4321931,23994353,0,0.112971746
4321979,23164800,0,0.112971746
5789191,21540985,0,0.112971746
4321985,23154484,0,0.112971746
3174598,26568372,0,0.112971746
4321988,23152347,0,0.112971746
3174042,26282909,0,0.112971746
4321936,23993605,0,0.112971746
4321920,23236756,0,0.112971746
4915624,27592528,0,0.112971746
5789226,21323905,0,0.112971746
3180912,26452789,0,0.112971746
4321873,23304253,0,0.112971746
1775,1637960,1,0.112971746
5930451,30155753,0,0.112971746
3180242,26706362,0,0.112971746
3180151,26492233,0,0.112971746
3179320,26856458,0,0.112971746
4321915,23242204,0,0.112971746
4321894,24183445,0,0.112971746
3178944,26935397,0,0.112971746
3178911,26935743,0,0.112971746
4321903,23246611,0,0.112971746
3178472,27022417,0,0.112971746
4321913,23244140,0,0.112971746
3173759,25708890,0,0.112971746
3173596,25691393,0,0.112971746
5739752,28822013,0,0.112971746
4915625,28825217,0,0.112971746
4322082,23037944,0,0.112971746
4322086,23032761,0,0.112971746
4322087,23029927,0,0.112971746
5101932,30066064,0,0.112971746
3166452,24640657,0,0.112971746
5047623,30019209,0,0.112971746
4322112,25389079,0,0.112971746
5401035,30151564,0,0.112971746
4322123,23044790,0,0.112971746
3165037,24691014,0,0.112971746
3164873,24695837,0,0.112971746
4322130,22949687,0,0.112971746
3163981,24709783,0,0.112971746
4322131,22949628,0,0.112971746
3168381,24572453,0,0.112971746
4322077,23042718,0,0.112971746
4322073,23061986,0,0.112971746
4322068,23082589,0,0.112971746
5114206,30728628,0,0.112971746
3170113,24502897,0,0.112971746
3170495,24490526,0,0.112971746
4322041,24552840,0,0.112971746
4322040,23063044,0,0.112971746
4322030,23077782,0,0.112971746
4322029,23113728,0,0.112971746
4322027,23174563,0,0.112971746
5115230,30259264,0,0.112971746
5176455,28274271,0,0.112971746
4322026,23176921,0,0.112971746
4322023,23178829,0,0.112971746
4322021,23180597,0,0.112971746
4322385,22531436,0,0.112971746
3127190,27085208,0,0.112971746
4878151,29029193,0,0.112971746
3113768,25407590,0,0.112971746
4322681,22141426,0,0.112971746
4322683,22142472,0,0.112971746
4888255,27275607,0,0.112971746
3114898,26984451,0,0.112971746
3113988,25209114,0,0.112971746
4322689,23988034,0,0.112971746
4322694,23987373,0,0.112971746
4888557,27190262,0,0.112971746
4322695,23987371,0,0.112971746
4888220,26330322,0,0.112971746
4322718,23817059,0,0.112971746
4322720,27305489,0,0.112971746
4322721,23816120,0,0.112971746
4322723,23815735,0,0.112971746
4888482,26655142,0,0.112971746
4888590,26519145,0,0.112971746
4322755,22165219,0,0.112971746
3115135,25319199,0,0.112971746
4322654,22104302,0,0.112971746
4322656,22107594,0,0.112971746
3115393,25963935,0,0.112971746
4889026,27469620,0,0.112971746
4322661,22119868,0,0.112971746
4322664,22121772,0,0.112971746
4322670,20632197,0,0.112971746
4322677,22138403,0,0.112971746
3115077,26045458,0,0.112971746
4322671,20632209,0,0.112971746
4322672,20645320,0,0.112971746
4888949,28003053,0,0.112971746
180356,16245834,0,0.112971746
4322675,22133102,0,0.112971746
4322750,21042854,0,0.112971746
4322763,22183902,0,0.112971746
4322392,22506404,0,0.112971746
3110646,24836877,0,0.112971746
4322881,23813739,0,0.112971746
4322888,23812816,0,0.112971746
4322895,23811695,0,0.112971746
4322900,23626453,0,0.112971746
4322905,22313923,0,0.112971746
4887241,26573308,0,0.112971746
195640,16394623,1,0.112971746
4322877,27203692,0,0.112971746
4887199,26704453,0,0.112971746
3110487,26167479,0,0.112971746
4322916,23624807,0,0.112971746
4878154,27740636,0,0.112971746
3110406,26204828,0,0.112971746
4322930,23619220,0,0.112971746
4322880,21213229,0,0.112971746
4322857,22684823,0,0.112971746
4887532,29165849,0,0.112971746
4322826,22270255,0,0.112971746
4322766,22186809,0,0.112971746
4322770,22203395,0,0.112971746
4322799,25976787,0,0.112971746
3111478,22610130,0,0.112971746
4322807,24976299,0,0.112971746
4322808,24036305,0,0.112971746
4322829,22279905,0,0.112971746
4322831,22283116,0,0.112971746
193222,12368155,0,0.112971746
4891190,26573308,0,0.112971746
4322848,22295510,0,0.112971746
4322855,22313311,0,0.112971746
4889081,26358208,0,0.112971746
4322649,22097806,0,0.112971746
4322648,22032130,0,0.112971746
4322537,21737913,0,0.112971746
4322443,22449991,0,0.112971746
3126026,26408977,0,0.112971746
4322529,21725595,0,0.112971746
3125675,25784217,0,0.112971746
4322530,21726407,0,0.112971746
4322536,21735900,0,0.112971746
3124390,25985384,0,0.112971746
3126206,26881735,0,0.112971746
4322540,21745450,0,0.112971746
4322542,21748436,0,0.112971746
4890002,29285672,0,0.112971746
4322544,21751221,0,0.112971746
4322545,21751421,0,0.112971746
4322546,21752706,0,0.112971746
3126107,26439246,0,0.112971746
4890139,29948710,0,0.112971746
4322630,22007482,0,0.112971746
4890226,30296283,0,0.112971746
4322394,22498506,0,0.112971746
3126993,26198885,0,0.112971746
3126884,25984839,0,0.112971746
4322395,22497899,0,0.112971746
4322399,22490221,0,0.112971746
3126602,26353628,0,0.112971746
4322402,22487448,0,0.112971746
4322437,22456500,0,0.112971746
3126345,25399297,0,0.112971746
4890216,29280100,0,0.112971746
3126331,26332071,0,0.112971746
4322415,24606821,0,0.112971746
4890181,29495376,0,0.112971746
4322436,22457041,0,0.112971746
4889966,29748828,0,0.112971746
4322556,21780601,0,0.112971746
4322562,21786700,0,0.112971746
4322617,21977963,0,0.112971746
4889341,26930408,0,0.112971746
3120655,26184898,0,0.112971746
4322609,21950119,0,0.112971746
4322610,21952659,0,0.112971746
4889302,25986304,0,0.112971746
3120447,26564065,0,0.112971746
4889136,27494706,0,0.112971746
4889954,29618011,0,0.112971746
4322620,21979788,0,0.112971746
4322621,21980730,0,0.112971746
4322623,21982831,0,0.112971746
4889110,27166795,0,0.112971746
3120145,26966809,0,0.112971746
4322629,22004815,0,0.112971746
4322608,21950100,0,0.112971746
4322604,21937047,0,0.112971746
4322601,21919816,0,0.112971746
4889480,27824905,0,0.112971746
3120746,26028581,0,0.112971746
3120774,25971814,0,0.112971746
4322591,21902048,0,0.112971746
4322581,21824395,0,0.112971746
4322579,21823655,0,0.112971746
3120821,25838210,0,0.112971746
4322578,21823635,0,0.112971746
4322577,21823461,0,0.112971746
3121856,23476722,0,0.112971746
4322567,21799252,0,0.112971746
4889637,27131611,0,0.112971746
3123182,20887767,0,0.112971746
4322565,21793311,0,0.112971746
4323968,20667995,0,0.112971746
4323969,20663111,0,0.112971746
4323972,20629043,0,0.112971746
4325144,22686864,0,0.112971746
4325131,22693623,0,0.112971746
3010569,26045223,0,0.112971746
4861514,29165577,0,0.112971746
4325138,22689693,0,0.112971746
4861509,28470585,0,0.112971746
4861507,29736646,0,0.112971746
3010460,26055512,0,0.112971746
3010718,26031093,0,0.112971746
3010453,26058443,0,0.112971746
4325145,22686609,0,0.112971746
4325147,22530552,0,0.112971746
4325151,22529021,0,0.112971746
4861500,30186333,0,0.112971746
4325152,22528426,0,0.112971746
4325120,22700234,0,0.112971746
4325117,22701599,0,0.112971746
4325153,22527280,0,0.112971746
4325094,22839734,0,0.112971746
4325081,22947860,0,0.112971746
3011378,25929040,0,0.112971746
4325083,22946640,0,0.112971746
4325088,22841557,0,0.112971746
4325091,22840978,0,0.112971746
4861521,29563630,0,0.112971746
3010958,26008199,0,0.112971746
4325116,22702118,0,0.112971746
4325105,22834393,0,0.112971746
4861519,29520527,0,0.112971746
738154,21398027,0,0.112971746
4861515,29453909,0,0.112971746
4325110,22830278,0,0.112971746
4325111,22830267,0,0.112971746
3010275,26077374,0,0.112971746
3010260,26079551,0,0.112971746
3009338,26194236,0,0.112971746
3009598,26161839,0,0.112971746
4325214,23513437,0,0.112971746
4325218,22207039,0,0.112971746
4325220,22204935,0,0.112971746
4861462,30082808,0,0.112971746
4325227,22202886,0,0.112971746
3009605,26162440,0,0.112971746
4325243,22020480,0,0.112971746
4325212,23530434,0,0.112971746
3009569,26164890,0,0.112971746
4325246,22019701,0,0.112971746
4325250,22017790,0,0.112971746
4325252,22017588,0,0.112971746
3009461,26181824,0,0.112971746
4325256,22016760,0,0.112971746
4861489,29857876,0,0.112971746
4325207,24826033,0,0.112971746
3010259,26079552,0,0.112971746
4325164,22524721,0,0.112971746
3010219,26082994,0,0.112971746
4325154,22527195,0,0.112971746
4861492,29349734,0,0.112971746
4325155,22527041,0,0.112971746
4325160,22526467,0,0.112971746
4325163,22524962,0,0.112971746
4325167,22524466,0,0.112971746
4325203,22361164,0,0.112971746
738395,21344513,0,0.112971746
4325177,22519715,0,0.112971746
3009988,26110480,0,0.112971746
4325199,22362614,0,0.112971746
4325201,22361553,0,0.112971746
3009916,26117883,0,0.112971746
738132,21405024,0,0.112971746
4325076,22952050,0,0.112971746
4325075,22952363,0,0.112971746
4861535,29681970,0,0.112971746
4861536,29858829,0,0.112971746
737805,21495713,0,0.112971746
4324984,23606053,0,0.112971746
4324985,23605643,0,0.112971746
4324987,23246011,0,0.112971746
3013534,25698880,0,0.112971746
737837,21482425,0,0.112971746
4324981,23608492,0,0.112971746
4324997,23242497,0,0.112971746
4325000,23240581,0,0.112971746
3013272,25968267,0,0.112971746
4861533,28634801,0,0.112971746
4325003,23239288,0,0.112971746
4325005,23238079,0,0.112971746
4861537,30229526,0,0.112971746
4324980,23610539,0,0.112971746
738107,21410194,0,0.112971746
4324954,25470923,0,0.112971746
737716,21528853,0,0.112971746
4324949,23808688,0,0.112971746
4324950,23808391,0,0.112971746
4324951,23808194,0,0.112971746
4324952,23808144,0,0.112971746
4324953,25992028,0,0.112971746
4324955,25202569,0,0.112971746
4324979,23610924,0,0.112971746
4324961,23802998,0,0.112971746
4324971,23614418,0,0.112971746
4861621,29295586,0,0.112971746
4861619,30218124,0,0.112971746
4324972,23614286,0,0.112971746
4324973,23614237,0,0.112971746
4325009,23236759,0,0.112971746
4325010,23236678,0,0.112971746
4861532,29392548,0,0.112971746
3011750,25893487,0,0.112971746
4325060,23063162,0,0.112971746
4861526,29164464,0,0.112971746
3011843,25880343,0,0.112971746
4325065,23057833,0,0.112971746
4861524,29075848,0,0.112971746
4325068,22958002,0,0.112971746
3011732,25895427,0,0.112971746
4325014,23235459,0,0.112971746
4861523,30002272,0,0.112971746
3011676,25898640,0,0.112971746
4325071,22956520,0,0.112971746
4325072,22956158,0,0.112971746
3011632,25903382,0,0.112971746
4325074,22953857,0,0.112971746
4861528,29742124,0,0.112971746
4325053,23066232,0,0.112971746
4325052,23066712,0,0.112971746
4325045,23072153,0,0.112971746
4325042,23156091,0,0.112971746
4325041,23157261,0,0.112971746
4325038,23161025,0,0.112971746
4325036,23161475,0,0.112971746
4325028,23168042,0,0.112971746
738010,21434630,0,0.112971746
3012850,25772331,0,0.112971746
4861529,29950602,0,0.112971746
737958,21449389,0,0.112971746
3012935,25766014,0,0.112971746
4325019,23173320,0,0.112971746
4325017,23174119,0,0.112971746
4861530,30255269,0,0.112971746
4861458,29452421,0,0.112971746
4325258,22015170,0,0.112971746
737693,21542639,0,0.112971746
4325557,28901295,0,0.112971746
4861387,29795667,0,0.112971746
4861386,29546542,0,0.112971746
4325552,28902448,0,0.112971746
4325553,28902028,0,0.112971746
4325556,28901438,0,0.112971746
3007203,26473705,0,0.112971746
4325558,28901263,0,0.112971746
4325544,29124878,0,0.112971746
4325564,28899088,0,0.112971746
4861385,29377835,0,0.112971746
4325566,28898751,0,0.112971746
4325570,28898075,0,0.112971746
4325571,28895604,0,0.112971746
4861384,29432426,0,0.112971746
4325547,29122935,0,0.112971746
4325543,29125160,0,0.112971746
4325584,28893089,0,0.112971746
4325494,29343643,0,0.112971746
4325478,29350540,0,0.112971746
4325479,29350529,0,0.112971746
4325490,29345334,0,0.112971746
4325493,29343728,0,0.112971746
3007497,26438373,0,0.112971746
