REFERENCE_ID,PMID,WOSID,DOI,TITLE,AUTHORS,YEAR,ABSTRACT,header_num_2013,header_text_2013,header_num_2020,header_text_2020
758733,,WOS:000287038500003,10.1029/2010GL046039,Stratosphere-troposphere exchange ozone flux related to deep convection,"Tang, Q; Prather, MJ; Hsu, J",2011,"We study the mechanisms driving stratosphere-troposphere exchange of ozone fluxes within a chemistry-transport model. For years 2004?2006, year-round, most of the stratosphere-to-troposphere flux of O 3 is associated with shear and folding around the subtropical jet, and this jet-related flux peaks for the northern hemisphere in May. Over the northern mid-latitude continents, however, surface convection penetrates to stratospheric levels of O 3 (250 ppb), enhancing the O 3 flux by 19% of the northern hemisphere total, and shifting the peak flux to June. This convection-related O 3 flux represents 49% of the total over northern mid-latitudes in June.",3.4.1.1,Contributions from the Stratosphere,1.3.2.1,Tropopause Folding
758738,,WOS:000273900100003,10.1029/2009JD012568,Resolving intercontinental pollution plumes in global models of atmospheric transport,"Rastigejev, Y; Park, R; Brenner, MP; Jacob, DJ",2010,"Synoptic?scale pollution plumes in the free troposphere can preserve their identity as well?defined structures for a week or more while traveling around the globe. Eulerian chemical transport models (CTMs) have difficulty reproducing these layered structures due to numerical plume dissipation. We show that this dissipation is much faster than would be expected from the order of the advection scheme because of interaction between numerical diffusion and the nonuniformity of the atmospheric flow. The nonuniform flow stretches out the plume, enhancing the effect of numerical diffusion. For sufficiently strong stretching, the numerical decay of the plume is independent of the model grid resolution and is set instead by the flow Lyapunov exponent ?. In this regime, conventional numerical methods are not convergent: upon increasing grid resolution, the plume still decays with the same decay rate. The critical plume size below which the numerical scheme does not converge is set by the geometric mean of the grid spacing and the characteristic length scale l = v/? over which the flow varies, where v is the wind speed. Above this critical plume size the numerically induced decay rate of the plume scales like the square root of the grid spacing. Application to an intercontinental pollution plume in a global CTM with realistic atmospheric flow shows that proper simulation of such a plume would require an impractical increase in grid resolution. Novel methods such as adaptive grids or embedded Lagrangian plumes are needed.",3.4.3.1,Updated GEOS-Chem Model Estimates of Background Concentrations,1.3.1.2.2,International Emissions of Ozone Precursors
782683,,WOS:000296934800018,10.1016/j.atmosenv.2011.07.054,Improved estimate of the policy-relevant background ozone in the United States using the GEOS-Chem global model with 1/2? ? 2/3? horizontal resolution over North America,"Zhang, L; Jacob, DJ; Downey, NV; Wood, DA; Blewitt, D; Carouge, CC; van Donkelaar, A; Jones, DBA; Murray, LT; Wang, Y",2011,"The policy-relevant background (PRB) ozone is defined by the US Environmental Protection Agency (EPA) as the surface ozone concentration that would be present over the US in the absence of North American anthropogenic emissions. It is intended to provide a baseline for risk and exposure assessments used in setting the National Ambient Air Quality Standard (NAAQS). We present here three-year statistics (2006?2008) of PRB ozone over the US calculated using the GEOS-Chem global 3-D model of atmospheric composition with 1/2? ? 2/3? horizontal resolution over North America and adjacent oceans (2? ? 2.5? for the rest of the world). We also provide estimates of the US background (no anthropogenic US emissions) and natural background (no anthropogenic emissions worldwide and pre-industrial methane). Our work improves on previous GEOS-Chem PRB estimates through the use of higher model resolution, 3-year statistics, better representation of stratospheric influence, and updated emissions. PRB is particularly high in the intermountain West due to high elevation, arid terrain, and large-scale subsidence. We present for this region a detailed model evaluation showing that the model is successful in reproducing ozone exceedances up to 70 ppbv. However, the model cannot reproduce PRB-relevant exceptional events associated with wildfires or stratospheric intrusions. The mean PRB estimates for spring?summer are 27 ? 8 ppbv at low-altitude sites and 40 ? 7 ppbv at high-altitude sites. Differences between the PRB simulation and the natural simulation indicate a mean enhancement from intercontinental pollution and anthropogenic methane of 9 ppbv at low-altitude sites and 13 ppbv at high-altitude sites. The PRB is higher than average when ozone exceeds 60 ppbv, particularly in the intermountain West. Our PRB estimates are on average 4 ppbv higher than previous GEOS-Chem studies and we attribute this to higher lighting, increasing Asian emissions, and improved model resolution. Whereas previous studies found no occurrences of PRB exceeding 60 ppbv, we find here some occurrences in the intermountain West. The annual 4th-highest PRB values in the intermountain West are typically 50?60 ppbv, as compared to 35?45 ppbv in the East or on the West Coast. Such high PRB values in the intermountain West suggest that special consideration of this region may be needed if the ozone NAAQS is decreased to a value in the 60?70 ppbv range.",3.2.2,Gas Phase Reactions Leading to O3 Formation,1.3.1.2.1,Global Methane
783954,21696612,WOS:000294809100001,10.1186/1476-069X-10-61,Impact of exposure measurement error in air pollution epidemiology: Effect of error type in time-series studies,"Goldman, GT; Mulholland, JA; Russell, AG; Strickland, MJ; Klein, M; Waller, LA; Tolbert, PE",2011,"Background: Two distinctly different types of measurement error are Berkson and classical. Impacts of measurement error in epidemiologic studies of ambient air pollution are expected to depend on error type. We characterize measurement error due to instrument imprecision and spatial variability as multiplicative (i.e. additive on the log scale) and model it over a range of error types to assess impacts on risk ratio estimates both on a per measurement unit basis and on a per interquartile range (IQR) basis in a time-series study in Atlanta.<br /><br /> Methods: Daily measures of twelve ambient air pollutants were analyzed: NO2, NOx, O3, SO2, CO, PM10 mass, PM2.5 mass, and PM2.5 components sulfate, nitrate, ammonium, elemental carbon and organic carbon. Semivariogram analysis was applied to assess spatial variability. Error due to this spatial variability was added to a reference pollutant time-series on the log scale using Monte Carlo simulations. Each of these time-series was exponentiated and introduced to a Poisson generalized linear model of cardiovascular disease emergency department visits.<br /><br />Results: Measurement error resulted in reduced statistical significance for the risk ratio estimates for all amounts (corresponding to different pollutants) and types of error. When modelled as classical-type error, risk ratios were attenuated, particularly for primary air pollutants, with average attenuation in risk ratios on a per unit of measurement basis ranging from 18% to 92% and on an IQR basis ranging from 18% to 86%. When modelled as Berkson-type error, risk ratios per unit of measurement were biased away from the null hypothesis by 2% to 31%, whereas risk ratios per IQR were attenuated (i.e. biased toward the null) by 5% to 34%. For CO modelled error amount, a range of error types were simulated and effects on risk ratio bias and significance were observed.<br /><br />Conculsions: For multiplicative error, both the amount and type of measurement error impact health effect estimates in air pollution epidemiology. By modelling instrument imprecision and spatial variability as different error types, we estimate direction and magnitude of the effects of error over a range of error types.",4.6.2.1,Spatial Variability,2.2,Exposure Concepts
1061833,,WOS:000301157700023,10.1016/j.atmosenv.2011.11.012,Regional and global modeling estimates of policy relevant background ozone over the United States,"Emery, C; Jung, J; Downey, N; Johnson, J; Jimenez, M; Yarvvood, G; Morris, R",2012,"Policy Relevant Background (PRB) ozone, as defined by the US Environmental Protection Agency (EPA), refers to ozone concentrations that would occur in the absence of all North American anthropogenic emissions. PRB enters into the calculation of health risk benefits, and as the US ozone standard approaches background levels, PRB is increasingly important in determining the feasibility and cost of compliance. As PRB is a hypothetical construct, modeling is a necessary tool. Since 2006 EPA has relied on global modeling to establish PRB for their regulatory analyses. Recent assessments with higher resolution global models exhibit improved agreement with remote observations and modest upward shifts in PRB estimates. This paper shifts the paradigm to a regional model (CAMx) run at 12 km resolution, for which North American boundary conditions were provided by a low-resolution version of the GEOS-Chem global model. We conducted a comprehensive model inter-comparison, from which we elucidate differences in predictive performance against ozone observations and differences in temporal and spatial background variability over the US. In general, CAMx performed better in replicating observations at remote monitoring sites, and performance remained better at higher concentrations. While spring and summer mean PRB predicted by GEOS-Chem ranged 20-45 ppb, CAMx predicted PRB ranged 25-50 ppb and reached well over 60 ppb in the west due to event-oriented phenomena such as stratospheric intrusion and wildfires. CAMx showed a higher correlation between modeled PRB and total observed ozone, which is significant for health risk assessments. A case study during April 2006 suggests that stratospheric exchange of ozone is underestimated in both models on an event basis. We conclude that wildfires, lightning NO and stratospheric intrusions contribute a significant level of uncertainty in estimating PRB, and that PRB will require careful consideration in the ozone standard setting process. (C) 2011 Elsevier Ltd. All rights reserved.",3.4.3.2,Using Other Models to Estimate Background Concentrations,1.4.2,Halogen Chemistry
1061836,21985705,WOS:000296756500004,10.1021/es2022818,Establishing policy relevant background (PRB) ozone concentrations in the United States,"McDonald-Buller, EC; Allen, DT; Brown, N; Jacob, DJ; Jaffe, D; Kolb, CE; Lefohn, AS; Oltmans, S; Parrish, DD; Yarwood, G; Zhang, L",2011,"Policy Relevant Background (PRB) ozone concentrations are defined by the United States (U.S.) Environmental Protection Agency (EPA) as those concentrations that would occur in the U.S. in the absence of anthropogenic emissions in continental North America (i.e., the U.S, Canada, and Mexico). Estimates of PRB ozone have had an important role historically in the EPA's human health and welfare risk analyses used in establishing National Ambient Air Quality Standards (NAAQS). The margin of safety for the protection of public health in the ozone rulemaking process has been established from human health risks calculated based on PRB ozone estimates. Sensitivity analyses conducted by the EPA have illustrated that changing estimates of PRB ozone concentrations have a progressively greater impact on estimates of mortality risk as more stringent standards are considered. As defined by the EPA, PRB ozone is a model construct, but it is informed by measurements at relatively remote monitoring sites (RRMS). This review examines the current understanding of PRB ozone, based on both model predictions and measurements at RAMS, and provides recommendations for improving the definition and determination of PRB ozone.",3.2.1,Sources of Precursors Involved in O3 Formation,1.2.2.1,U.S. Background (USB) Ozone
1064116,,WOS:000302508600001,10.1016/j.atmosenv.2011.11.063,Ozone production from wildfires: A critical review,"Jaffe, DA; Wigder, NL",2012,"Tropospheric ozone (O3) negatively impacts human health and ecosystems, and is a greenhouse gas. Wildfires are a source of tropospheric O3, and studies show that wildfires are increasing in North America. In this study, we present a critical review of O3 production from wildfires focusing on three key topics: the influence of wildfire emissions on O3 production; the influence of photochemistry on wildfire O3 production; and regulatory issues associated with wildfire O3 production in the United States. Observations of ?O3/?CO range from approximately ?0.1 to 0.9, and are caused by the interplay of numerous factors including fire emissions, efficiency of combustion, chemical and photochemical reactions, aerosol effects on chemistry and radiation, and local and downwind meteorological patterns. Using average ?O3/?CO ratios for major biomes, we estimate global wildfires produce approximately 170 Tg of O3 per year, which is 3.5% of all global tropospheric O3 production. Areas of uncertainty in wildfire O3 production include the net effect of aerosols on chemical and photochemical reactions within a fire plume, the impact of oxygenated volatile organic compounds and nitrous acid on O3 production, and the interplay of variables that lead to extreme ?O3/?CO values. Because wildfire frequencies are likely increasing and have been shown to contribute to elevated O3 at air quality monitoring sites, it is important to better understand the emissions, photochemistry and impacts of these fires.",3.4.1.2,Contributions from Other Natural Sources ,1.3.1.3.3,Landscape Fires
1066050,,WOS:000300821900004,10.1029/2011JD016961,Transport of Asian ozone pollution into surface air over the western United States in spring,"Lin, M; Fiore, AM; Horowitz, LW; Cooper, OR; Naik, V; Holloway, J; Johnson, BJ; Middlebrook, AM; Oltmans, SJ; Pollack, IB; Ryerson, TB; Warner, JX; Wiedinmyer, C; Wilson, J; Wyman, B",2012,"Many prior studies clearly document episodic Asian pollution in the western U. S. free troposphere. Here, we examine the mechanisms involved in the transport of Asian pollution plumes into western U. S. surface air through an integrated analysis of in situ and satellite measurements in May-June 2010 with a new global high-resolution (similar to 50 x 50 km(2)) chemistry-climate model (GFDL AM3). We find that AM3 with full stratosphere-troposphere chemistry nudged to reanalysis winds successfully reproduces observed sharp ozone gradients above California, including the interleaving and mixing of Asian pollution and stratospheric air associated with complex interactions of midlatitude cyclone air streams. Asian pollution descends isentropically behind cold fronts; at similar to 800 hPa a maximum enhancement to ozone occurs over the southwestern U. S., including the densely populated Los Angeles Basin. During strong episodes, Asian emissions can contribute 8-15 ppbv ozone in the model on days when observed daily maximum 8-h average ozone (MDA8 O-3) exceeds 60 ppbv. We find that in the absence of Asian anthropogenic emissions, 20% of MDA8 O-3 exceedances of 60 ppbv in the model would not have occurred in the southwestern USA. For a 75 ppbv threshold, that statistic increases to 53%. Our analysis indicates the potential for Asian emissions to contribute to high-O-3 episodes over the high-elevation western USA, with implications for attaining more stringent ozone standards in this region. We further demonstrate a proof-of-concept approach using satellite CO column measurements as a qualitative early warning indicator to forecast Asian ozone pollution events in the western U. S. with lead times of 1-3 days.",3.4.2,Contributions from Anthropogenic Emissions,1.3.2.1,Tropopause Folding
1256440,22732313,WOS:000306977100029,10.1161/CIRCULATIONAHA.112.094359,Controlled exposure of healthy young volunteers to ozone causes cardiovascular effects,"Devlin, RB; Duncan, KE; Jardim, M; Schmitt, MT; Rappold, AG; Diaz-Sanchez, D",2012,"<strong>BACKGROUND: </strong>Recent epidemiology studies have reported associations between short-term ozone exposure and mortality. Such studies have previously reported associations between airborne particulate matter pollution and mortality, and support for a causal relationship has come from controlled-exposure studies that describe pathophysiological mechanisms by which particulate matter could induce acute mortality. In contrast, for ozone, almost no controlled-human-exposure studies have tested whether ozone exposure can modulate the cardiovascular system.<br /><br /><strong>METHODS AND RESULTS: </strong>Twenty-three young healthy individuals were exposed in a randomized crossover fashion to clean air and to 0.3-ppm ozone for 2 hours while intermittently exercising. Blood was obtained immediately before exposure, immediately afterward, and the next morning. Continuous Holter monitoring began immediately before exposure and continued for 24 hours. Lung function was performed immediately before and immediately after exposure, and bronchoalveolar lavage was performed 24 hours after exposure. Immediately after ozone exposure, we observed a 98.9% increase in interleukin-8, a 21.4% decrease in plasminogen activator inhibitor-1, a 51.3% decrease in the high-frequency component of heart rate variability, and a 1.2% increase in QT duration. Changes in interleukin-1B and plasminogen activator inhibitor-1 were apparent 24 hours after exposure. In agreement with previous studies, we also observed ozone-induced drops in lung function and an increase in pulmonary inflammation.<br /><br /><strong>CONCLUSIONS: </strong>This controlled-human-exposure study shows that ozone can cause an increase in vascular markers of inflammation and changes in markers of fibrinolysis and markers that affect autonomic control of heart rate and repolarization. We believe that these findings provide biological plausibility for the epidemiology studies that associate ozone exposure with mortality.<br /><br /><strong>CLINICAL TRIAL REGISTRATION: </strong>URL: http://www.clinicaltrials.gov. Unique identifier: NCT01492517.",5.3.8,Systemic Inflammation and Oxidative/Nitrosative Stress,3.3.1,Short Term Exposure
1258300,22906168,WOS:000307903200001,10.3109/08958378.2012.705919,Prediction of lung function response for populations exposed to a wide range of ozone conditions,"McDonnell, WF; Stewart, PW; Smith, MV; Kim, CS; Schelegle, ES",2012,"Context: A human exposure-response (E-R) model previously demonstrated to accurately predict population mean FEV(1) response to ozone exposure has been proposed as the foundation for future risk assessments for ambient ozone.Objective: Fit the original and related models to a larger data set with a wider range of exposure conditions and assess agreement between observed and population mean predicted values. Materials and methods: Existing individual E-R data for 23 human controlled ozone exposure studies with a wide range of concentrations, activity levels, and exposure patterns have been obtained. The data were fit to the original model and to a version of the model that contains a threshold below which no response occurs using a statistical program for fitting nonlinear mixed models. Results: Mean predicted FEV(1) responses and the predicted proportions of individuals experiencing FEV(1) responses greater than 10, 15, and 20% were found to be in agreement with observed responses across a wide range of exposure conditions for both models. The threshold model, however, provided a better fit to the data than the original, particularly at the lowest levels of exposure. Conclusion: The models identified in this manuscript predict population FEV(1) response characteristics for 18-35-year-old individuals exposed to ozone over a wide range of conditions and represent a substantial improvement over earlier E-R models. Because of its better fit to the data, particularly at low levels of exposure, the threshold model is likely to provide more accurate estimates of risk in future risk assessments of ozone-induced FEV(1) effects.",6.2.1.1,Controlled Human Exposure,3.1.4.1.1,Controlled Human Exposure Studies
1258302,22642289,WOS:000304602000002,10.3109/08958378.2012.683891,Modelling of individual subject ozone exposure response kinetics,"Schelegle, ES; Adams, WC; Walby, WF; Marion, MS",2012,"<strong>CONTEXT: </strong>A better understanding of individual subject ozone (O(3)) exposure response kinetics will provide insight into how to improve models used in the risk assessment of ambient ozone exposure.<br /><br /><strong>OBJECTIVE: </strong>To develop a simple two compartment exposure-response model that describes individual subject decrements in forced expiratory volume in one second (FEV(1)) induced by the acute inhalation of O(3) lasting up to 8 h.<br /><br /><strong>METHODS: </strong>FEV(1) measurements of 220 subjects who participated in 14 previously completed studies were fit to the model using both particle swarm and nonlinear least squares optimization techniques to identify three subject-specific coefficients producing minimum &quot;global&quot; and local errors, respectively. Observed and predicted decrements in FEV(1) of the 220 subjects were used for validation of the model. Further validation was provided by comparing the observed O(3)-induced FEV(1) decrements in an additional eight studies with predicted values obtained using model coefficients estimated from the 220 subjects used in cross validation.<br /><br /><strong>RESULTS: </strong>Overall the individual subject measured and modeled FEV(1) decrements were highly correlated (mean R(2) of 0.69 ? 0.24). In addition, it was shown that a matrix of individual subject model coefficients can be used to predict the mean and variance of group decrements in FEV(1).<br /><br /><strong>CONCLUSION: </strong>This modeling approach provides insight into individual subject O(3) exposure response kinetics and provides a potential starting point for improving the risk assessment of environmental O(3) exposure.",6.2.1.1,Controlled Human Exposure,3.1.4.1.1,Controlled Human Exposure Studies
13259,11117274,WOS:000165412400008,10.1034/j.1398-9995.2000.00637.x,Prevalence of asthma and rhinitis in relation to long-term exposure to gaseous air pollutants,"Ramadour, M; Burel, C; Lanteaume, A; Vervloet, D; Charpin, D; Brisse, F; Dutau, H; Charpin, D",2000,"The relationship between long-term exposure to air pollutants, especially with regard to photochemical air pollutants, and asthma prevalence in developed countries is controversial. The objective of this cross-sectional survey was to compare mean levels of the main gaseous air pollutants and prevalence rates of rhinitis, asthma, and asthmatic symptoms. It included 2,445 children from the 8th and 9th school grades who had been living for at least 3 years in an area where some communities undergo the heaviest photochemical exposure in France. Data on rhinitis, asthmatic symptoms, and asthma prevalence were gathered with the ISAAC paper and video questionnaires. The relation between level of air pollutants and asthma was assessed first by comparison of crude prevalence rates (chi-square test), and then by simple regression analysis and multiple logistic regression analysis. No consistent association between mean SO2 and NO2 levels, and prevalence of rhinitis, asthma, or asthmatic symptoms could be demonstrated. In contrast, there were statistically significant associations between prevalence of asthmatic symptoms and mean ozone O3) concentration. The interpretation of such findings is not straightforward, as these symptoms can be interpreted either as respiratory irritation due to exposure to nonspecific airway stimuli or as a true asthmatic state. Additional studies are required to clarify this important issue. In conclusion, this large cross-sectional epidemiologic survey performed in an area of high photochemical air pollution did demonstrate statistically significant associations between the prevalence of asthmatic symptoms and mean O3 concentration.",7.2.1.2,Prevalence of Asthma and Asthma Symptoms,3.2.4.6.1,Epidemiologic Studies
23150,11844508,WOS:000173686500008,10.1016/S0140-6736(02)07597-9,Asthma in exercising children exposed to ozone: A cohort study,"Mcconnell, R; Berhane, K; Gilliland, F; London, SJ; Islam, T; Gauderman, WJ; Avol, E; Margolis, HG; Peters, JM",2002,"Background  Little is known about the effect of exposure to air pollution during exercise or time spent outdoors on the development of asthma. We investigated the relation between newly-diagnosed asthma and team sports in a cohort of children exposed to different concentrations and mixtures of air pollutants. 
Methods  3535 children with no history of asthma were recruited from schools in 12 communities in southern California and were followed up for up to 5 years. 265 children reported a new diagnosis of asthma during follow-up. We assessed risk of asthma in children playing team sports at study entry in six communities with high daytime ozone concentrations, six with lower concentrations, and in communities with high or low concentrations of nitrogen dioxide, particulate matter, and inorganic-acid vapour. 
Findings  In communities with high ozone concentrations, the relative risk of developing asthma in children playing three or more sports was 3A3 (95% CI 1A9-5A8), compared with children playing no sports. Sports had no effect in areas of low ozone concentration (0A8, 0A4-1A6). Time spent outside was associated with a higher incidence of asthma in areas of high ozone (1A4, 1A0-2A1), but not in areas of low ozone. Exposure to pollutants other than ozone did not alter the effect of team sports.  
Interpretation  Incidence of new diagnoses of asthma is associated with heavy exercise in communities with high concentrations of ozone, thus, air pollution and outdoor exercise could contribute to the development of asthma in children.",7.2,Respiratory Effects,3.2.4.1.1,Epidemiologic Studies
26699,,WOS:A1994PR00300005,10.2134/jeq1994.00472425002300060006x,Ozone and carbon dioxide effects on spider mites in white clover and peanut,"Heagle, AS; Brandenburg, RL; Burns, JC; Miller, JE",1994,"Effects of O3 and/or elevated CO2 on two-spotted spider mites (Tetranychus urticae Koch) grown on an O3-sensitive and an O3-resistant clone of white clover (Trifolium repens L.) were measured in greenhouse and field experiments. Peanut (Arachis hypo gene L.) 'NC-9' was used in one greenhouse study with O3. In field studies, O3 treatments were charcoal filtered air (CF), nonfiltered afr (NF), and two NF treatments with O3 added for 12 h d-1 at proportions of 1.25 and 1.50 times the ambient O3 concentration. In greenhouse studies, constant amounts of O3 were added to CF for 6 h d-1 to achieve mean concentrations ranging from S to 100 nL L-1. For the greenhouse O3 X CO2 experiment, CO2 concentrations were ambient and approximately twice-ambient for 24 h d-1. Plants were exposed to O3 and/or CO2 for ~ 7 d before infestation with mites; daily exposures continued for 14 to 28 d to allow reproduction for at least two generations. Leaves were sampled to count eggs, larvae, nymphs, and adults. Ozone caused more chlorosis and necrosis on the O3-sensitive clover clone (NC-S) than on the O3-resistant clone (NC-R). Carbon dioxide enrichment increased shoot growth of both clones by ~33%. Statistical analyses indicated significant O3 effects In some experiments and nonsignificant O3 effects in others. A trend toward increased mite populations with increased Os occurred, however, on NC-S in all trials. No consistent trends occurred with NC-R. With peanut, a significant linear increase in mite population occurred with increased O3. Carbon dioxide enrichment increased the rate of population increase on both clover clones, but more so on NC-R. At 22 to 28 d after infestation, the total population in the twice-ambient CO2 treatment was 65% greater than in the ambient treatment for NC-R and 22% greater than in the ambient treatment for NC-S. There were no statistically significant interactive effects between CO2 and O3 on mite population growth. The apparent clone effects on mite population response to O3 and CO2 strongly suggest that responses were mediated through the host plants.",9.2.2," ?????Indoor,????? Controlled Environment, and Greenhouse Chambers",8.1.2.1.1,"Indoor, Controlled Environment, and Greenhouse Chambers"
29709,15093051,WOS:000081078600010,10.1016/S0269-7491(99)00069-X,"Interactive effects of ozone and elevated carbon dioxide on the growth and physiology of black cherry, green ash, and yellow poplar seedlings","Loats, KV; Rebbeck, J",1999,"Potted seedlings of black cherry (Prunus serotina Ehrh.) (BC), green ash (Fraxinus pennsylvanica Marsh.) (GA), and yellow-poplar (Liriodendron tulipifera L.) (YP) were exposed to one of the four treatments: (1) charcoal-filtered air (CF) at ambient CO2 (control); (2) twice ambient O3 (2IO3); (3) twice ambient CO2 (650 A11-1) plus CF air (2ICO2); or (4) twice ambient CO2 (650 A11-1) plus twice ambient O3 (2ICO2+2IO3). The treatments were duplicated in eight continuously stirred tank reactors for 10 weeks. Gas exchange was measured during the last 3 weeks of treatment and all seedlings were destructively harvested after 10 weeks. Significant interactive effects of O3 and CO2 on the gas exchange of all three species were limited. The effects of elevated CO2 and O3, singly and combined, on light-saturated net photosynthesis (Amax) and stomatal conductance (gs) were inconsistent across species. In all three species, elevated O3 had no effect on gs. Elevated CO2 significantly increased Amax in GA and YP foliage, and decreased gs in YP foliage. Maximum carbon exchange rates and quantum efficiencies derived from light-response curves increased, while compensation irradiance and dark respiration decreased in all three species when exposed to 2ICO2. Elevated O3 affected few of these parameters but any change that was observed was opposite to that from exposure to 2ICO2-air. Interactive effects of CO2 and O3 on light-response parameters were limited. Carboxylation efficiencies, derived from CO2-response curves (A/Ci curves) decreased only in YP foliage exposed to 2ICO2-air. In general, growth was significantly stimulated by 2ICO2 in all three species; though there were few significant growth responses following exposure to 2IO3 or the combination of 2ICO2 plus 2IO3. Results indicate that responses to interacting stressors such as O3 and CO2 are species specific.",9.2.2," ?????Indoor,????? Controlled Environment, and Greenhouse Chambers",8.1.2.1.1,"Indoor, Controlled Environment, and Greenhouse Chambers"
30190,11262925,WOS:000167841400009,10.1093/treephys/21.5.337,Responses of stomatal conductance to drought in ponderosa pine: Implications for carbon and ozone uptake,"Panek, JA; Goldstein, AH",2001,"To gain insight into the limitations imposed by a typical Mediterranean-climate summer drought on the uptake of carbon and ozone in the ponderosa pine (Pinus ponderosa Dougi. ex Laws.) ecosystem, we compared diurnal trends in leaf physiology of young trees in a watered and a control plot located in the Sierra Nevada Mountains, CA, USA (Blodgett Forest, 38 degrees 53' N, 120 degrees 37' W, 1315 m elevation). Predawn wa- ter potential of trees in the watered plot remained above -0.3 MPa throughout the growing season, whereas it dropped in the control plot from -0.24 to -0.52 MPa between late May and mid-August. Photosynthesis and stomatal conductance of trees in the watered plot were relatively insensitive to atmospheric vapor pressure deficit (VPD), whereas gas exchange of trees in the control plot varied with changes in soil water, VPD and temperature. Although the 1998 growing season was abnormally wet, we saw a pronounced drought effect at the control site. Over the 2 months following the onset of watering, carbon and ozone uptake were measured on three days at widely spaced intervals. Carbon uptake per unit leaf area by 1-year-old foliage of trees in the control plot was 39, 35 and 30% less, respectively, than in the watered plot, and estimated ozone deposition per unit leaf area (ozone concentration times stomatal conductance) was 36, 46 and 41% less.",9.4.2,Visible Foliar Injury and Biomonitoring,8.2,Visible Foliar Injury and Biomonitoring
30221,12228603,WOS:A1995RZ76800010,10.1104/pp.109.2.421,Amelioration of ozone-induced oxidative damage in wheat plants grown under high carbon dioxide: Role of antioxidant enzymes,"Rao, MV; Hale, BA; Ormrod, DP",1995,"O[sub 3]-induced in growth, oxidative damage to protein, and specific activities of certain antioxidant enzymes were investigated in wheat plants (Triticum aestivum L. cv Roblin) grown under ambient or high CO[sub 2]. High CO[sub 2] enhanced shoot biomass. The shoot biomass was relatively unaffected in plants grown under a combination of high CO[sub 2] and O[sub 3]. O[sub 3] exposure under ambient CO[sub 2] decreased photosynthetic pigments, soluble proteins, and ribulose-1,5-bisphosphate carboxylase/oxygenase protein and enhanced oxidative damage to proteins, but these effects were not observed in plants exposed to O[sub 3] under high CO[sub 2]. O[sub 3] exposure initially enhanced the specific activities of superoxide dismutase, peroxidase, glutathione reductase, and ascorbate peroxidase irrespective of growth in ambient or high CO[sub 2]. O[sub 3] exposure initially enhanced the specific activities of superoxide dismutase, peroxidase, glutathione reductase, and ascorbate peroxidase irrespective of growth in ambient or high CO[sub 2]. However, the specific activities decreased in plants with prolonged exposure to O[sub 3] under ambient CO[sub 2] but not in plants exposed to O[sub 3] under high CO[sub 2]. Native gels revealed preferential changes in the isoform composition of superoxide dismutase, peroxidases, and ascorbate peroxidase of plants grown under a combination of high CO[sub 2] and O[sub 3]. Furthermore, growth under high CO[sub 2] and O[sub 3] led to the synthesis of one new isoform of glutathione reductase. This could explain why plants grown under a combination of high CO[sub 2] and O[sub 3] are capable of resisting O[sub 3]-induced damage to growth and proteins compared to plants exposed to O[sub 3] under ambient CO[sub 2].",9.2.2," ?????Indoor,????? Controlled Environment, and Greenhouse Chambers",8.1.2.1.1,"Indoor, Controlled Environment, and Greenhouse Chambers"
30247,,WOS:A1995QX09500012,10.1016/0269-7491(94)00039-G,Vegetative growth of soybean as affected by elevated carbon dioxide and ozone,"Reinert, RA; Ho, MC",1995,"#The effects of elevated carbon dioxide (CO2) and ozone (O3) on soybean (Glycine max (L.) Merr. cv. Centennial) growth and biomass partitioning were evaluated under greenhouse conditions. Soybeans were exposed to CO2 concentrations at 350 (ambient), 450, 550, and 650 l liter-1 (ppm) for 24 h day-1 for 5 weeks. Ozone treatments of 0 and 120 nl liter-1 (ppb) for 6 h day-1 for 5 days week-1 for 5 weeks were added in combination with the CO2 treatments. Plant dry weight and biomass partitioning were assessed each week. Dry weight of leaf, stem, and root, as well as the total plant dry weight increased with exposure to increasing levels of CO2. Dry weight of leaf, root and total plant were suppressed significantly by the O3 treatment. Stem dry weight was not affected by O3. Suppression of root dry weight due to O3 at each weekly harvest was significantly dependent on the CO2 concentration. Root growth was enhanced by CO2 at 650 Al liter-1 compared with ambient CO2 (350 l Aliter-1) at 5 weeks of age. At ambient CO2 in the presence of O3 the roots were only about 63% of the weight of the root grown in the absence of O3. At 550 and 650 Al liter-1 CO2 the biomass of soybean roots in the presence of 120 nl liter-1 O3 was 88A2 and 88A4% of the control, respectively. Thus, CO2 limited the amount of root growth suppression caused by O3. The partitioning of leaf, stem, and root dry weight in relation to total plant dry weight remained relatively constant across each CO2 concentration. Thus, CO2 did not affect biomass partitioning among leaves, stems and roots of soybean.",9.2.2," ?????Indoor,????? Controlled Environment, and Greenhouse Chambers",8.1.2.1.1,"Indoor, Controlled Environment, and Greenhouse Chambers"
